z,n,radius,abundance,half_life_sec,decay_1,decay_1_%,decay_2,decay_2_%,decay_3,decay_3_%,decay_energy,gamma_energy,atomic_mass,massexcess,source
69,90,5.1392, ,547.8,EC+B+,100, , , , ,,,158934975,-60570404,
69,91,5.1504, ,564,EC+B+,100, , , , ,,,159935264177,-60301037,
69,92,5.1616, ,1812,EC+B+,100, , , , ,,,160933549,-61898715,
69,93,5.1713, ,1302,EC+B+,100, , , , ,,,161934001211,-61477482,
69,94,5.1849, ,6516,EC+B+,100, , , , ,,,162932658282,-62728413,
69,95,5.1906, ,117,EC+B+,100,B+,39, , ,,,163933538019,-61908943,
69,96,5.2004, ,108216,EC+B+,100, , , , ,,,164932441843,-62930024,
69,97,5.2046, ,27720,EC+B+,100, , , , ,,,165933562136,-61886478,
69,98,5.2129, ,799200,EC,100, , , , ,,,166932857206,-62543117,
69,99,5.217, ,8043840,EC+B+,99.99,B-,0.01, , ,,,167934178457,-61312379,
69,100,5.2256,100, , , , , , , ,,,168934218956,-61274654,
69,101,5.2303, ,11111040,B-,99869,EC,131, , ,,,169935807093,-59795314,
69,102,5.2388, ,60589297.8712166,B-,100, , , , ,,,170936435162,-59210271,
69,103,5.2411, ,228960,B-,100, , , , ,,,171938406959,-57373554,
69,104, , ,29664,B-,100, , , , ,,,172939606.63,-56256067,
69,105, , ,324,B-,100, , , , ,,,173942174061,-53864521,
69,106, , ,912,B-,100, , , , ,,,174943842.31,-52310556,
69,107, , ,114,B-,100, , , , ,,,175946997707,-49371322,
69,108, , ,95,B-,100, , , , ,,,176948932,-47570,
69,109, , ,0.0000003,B-, , , , , ,,,177952506,-44240,
69,110, , ,0.00000016,B-, , , , , ,,,178955018,-41900,
69,111, , ,0.0000003,B-,100, , , , ,,,179959023,-38170,
69,112, , ,0.00000016,B-N, ,B-, , , ,,,180961954,-35440,
70,79, , ,0.7,ECP,100,EC+B+,100, , ,,,148964219,-33330,
70,80, , ,0.0000002, , , , , , ,,,149958314,-38830,
70,81, , ,1.6,EC+B+,100,ECP,0, , ,,,150955402453,-41542352,
70,82,5.0423, ,3.03,EC+B+,100,B+P, , , ,,,151950326699,-46270386,
70,83, , ,4.2,EC+B+,90,A,10,B+P,8,,,152949372,-47160,
70,84,5.0875, ,409,A,92.6,EC+B+,7.4, , ,,,153946395696,-49932093,
70,85,5.104, ,1793,A,89,EC+B+,11, , ,,,154945783216,-50502614,
70,86,5.1219, ,26.1,EC+B+,90,A,10, , ,,,155942817096,-53265538,
70,87,5.1324, ,38.6,EC+B+,99.5,A,0.5, , ,,,156942651368,-53419912,
70,88,5.1498, ,89.4,EC+B+,100,A,0.0021, , ,,,157939871202,-56009620,
70,89,5.1629, ,100.2,EC+B+,100, , , , ,,,158940060257,-55833517,
70,90,5.1781, ,288,EC+B+,100, , , , ,,,159937559.21,-58163227,
70,91,5.1889, ,252,EC+B+,100, , , , ,,,160937912384,-57834248,
70,92,5.2054, ,1132.2,EC+B+,100, , , , ,,,161935779342,-59821163,
70,93,5.2157, ,663,EC+B+,100, , , , ,,,162936345406,-59293878,
70,94,5.2307, ,4548,EC,100, , , , ,,,163934500743,-61012171,
70,95,5.2399, ,594,EC+B+,100, , , , ,,,164935270241,-60295388,
70,96,5.2525, ,204120,EC,100, , , , ,,,165933876439,-61593706,
70,97,5.2621, ,1050,EC+B+,100, , , , ,,,166934954069,-60589900,
70,98,5.2702,123, , , , , , , ,,,167933891297,-61579867,
70,99,5.2771, ,2766355.2,EC,100, , , , ,,,168935184208,-60375527,
70,100,5.2853,2982, , , , , , , ,,,169934767242,-60763929,
70,101,5.2906,14086, , , , , , , ,,,170936331515,-59306818,
70,102,5.2995,21686, , , , , , , ,,,171936386654,-59255456,
70,103,5.3046,16103, , , , , , , ,,,172938216211,-57551234,
70,104,5.3108,32025, , , , , , , ,,,173938867545,-56944521,
70,105,5.3135, ,361584,B-,100, , , , ,,,174941281907,-54695556,
70,106,5.3215,12995, , , , , , , ,,,175942574706,-53491322,
70,107, , ,6879.6,B-,100, , , , ,,,176945263846,-50986404,
70,108, , ,4440,B-,100, , , , ,,,177946669.4,-49677139,
70,109, , ,480,B-,100, , , , ,,,178949930,-46640,
70,110, , ,144,B-,100, , , , ,,,179951991,-44720,
70,111, , ,0.00000016,B-, , , , , ,,,180955890,-41088,
70,112, , ,0.00000016,B-, , , , , ,,,181958239,-38900,
70,113, , ,0.000000222,B-,100, , , , ,,,182962426,-35000,
70,114, , ,0.00000016,B-, , , , , ,,,183965002,-32600,
70,115, , ,0.00000016,B-, , , , , ,,,184969425,-28480,
71,79, , ,45,P,70.9,EC+B+,29.1, , ,,,149973407,-24771,
71,80, , ,0.0806,P,63.4,EC+B+,36.6, , ,,,150967471,-30300,
71,81, , ,0.7,EC+B+,100,B+P,15, , ,,,151964120,-33422,
71,82, , ,0.9,EC+B+, ,A, , , ,,,152958802248,-38375462,
71,83, , , , , , , , , ,,,153957416,-39667,
71,84, , ,68,A,90,EC+B+,10, , ,,,154954326005,-42545056,
71,85, , ,494,A,95,EC+B+,5, , ,,,155953086606,-43699550,
71,86, , ,6.8,A,0, , , , ,,,156950144807,-46439818,
71,87, , ,10.6,EC+B+,99.09,A,0.91, , ,,,157949315.62,-47212200,
71,88, , ,12.1,EC+B+,100,A,0.1, , ,,,158946635615,-49708609,
71,89, , ,36.1,EC+B+,100,A,0.0001, , ,,,159946033,-50269942,
71,90,5.2293, ,77,EC+B+,100, , , , ,,,160943572,-52562349,
71,91,5.2398, ,82.2,EC+B+,100, , , , ,,,161943282776,-52831759,
71,92,5.2567, ,238.2,EC+B+,100, , , , ,,,162941179,-54791415,
71,93,5.2677, ,188.4,EC+B+,100, , , , ,,,163941339,-54642376,
71,94,5.283, ,644.4,EC+B+,100, , , , ,,,164939406758,-56442248,
71,95,5.2972, ,159,EC+B+,100, , , , ,,,165939859,-56020987,
71,96,5.3108, ,3090,EC+B+,100, , , , ,,,166938243,-57526281,
71,97,5.3227, ,330,EC+B+,100, , , , ,,,167938729798,-57072832,
71,98,5.329, ,122616,EC+B+,100, , , , ,,,168937645845,-58082527,
71,99,5.3364, ,173836.8,EC+B+,100, , , , ,,,169938479.23,-57306234,
71,100,5.3436, ,712540.8,EC+B+,100, , , , ,,,170937918591,-57828465,
71,101,5.3486, ,578880,EC+B+,100, , , , ,,,171939091.32,-56736076,
71,102,5.3577, ,43232988.585191,EC,100, , , , ,,,172938935722,-56881014,
71,103,5.3634, ,104453424.9759,EC+B+,100, , , , ,,,173940342.84,-55570292,
71,104,5.37,97401, , , , , , , ,,,174940777211,-55165678,
71,105,5.3739,2599,1.18654041664466E+018,B-,100, , , , ,,,175942691711,-53382333,
71,106,5.3815, ,574067.52,B-,100, , , , ,,,176943763.57,-52383903,
71,107,5.3857, ,1704,B-,100, , , , ,,,177945960065,-50337881,
71,108,5.3917, ,16524,B-,100, , , , ,,,178947332985,-49059013,
71,109, , ,342,B-,100, , , , ,,,179949890744,-46676476,
71,110, , ,210,B-,100, , , , ,,,180951908,-44797414,
71,111, , ,120,B-,100, , , , ,,,181955158,-41770,
71,112, , ,58,B-,100, , , , ,,,182957363,-39716114,
71,113, , ,19,B-,100, , , , ,,,183961030,-36300,
71,114, , ,0.00000016,B-, , , , , ,,,184963542,-33960,
71,115, , ,0.00000016,B-, , , , , ,,,185967450,-30320,
71,116, , ,0.00000016,B-, ,B-N, , , ,,,186970188,-27770,
71,117, , , ,B-,100, , , , ,,,187974428,-23820,
72,79, , , , , , , , , ,,, ,,
72,81, , , , , , , , , ,,,152970692,-27300,
72,82, , ,2,EC+B+,100,A,0, , ,,,153964863,-32730,
72,83, , ,843,EC+B+,100, , , , ,,,154963167,-34310,
72,84, , ,23,A,100, , , , ,,,155959399083,-37819514,
72,85, , ,115,A,94,EC+B+,14, , ,,,156958288,-38855,
72,86, , ,2.85,EC+B+,55.7,A,44.3, , ,,,157954801217,-42102399,
72,87, , ,5.6,EC+B+,65,A,35, , ,,,158953995837,-42852606,
72,88, , ,13.6,EC+B+,99.3,A,0.7, , ,,,159950682728,-45938747,
72,89, , ,18.4,EC+B+,99.87,A,0.13, , ,,,160950277927,-46315817,
72,90, , ,39.4,EC+B+,99992,A,8, , ,,,161947215526,-49168426,
72,91, , ,40,EC+B+,100,A,0.0001, , ,,,162947107211,-49269320,
72,92, , ,111,EC+B+,100, , , , ,,,163944370709,-51818356,
72,93, , ,76,EC+B+,100, , , , ,,,164944567,-51635513,
72,94, , ,406.2,EC+B+,100, , , , ,,,165942180,-53858989,
72,95, , ,123,EC+B+,100, , , , ,,,166942600,-53467761,
72,96, , ,1557,EC+B+,100, , , , ,,,167940568,-55360557,
72,97, , ,194.4,EC+B+,100, , , , ,,,168941259,-54716895,
72,98,5.2898, ,57636,EC,100, , , , ,,,169939609,-56253860,
72,99,5.3041, ,43560,EC+B+,100, , , , ,,,170940492,-55431351,
72,100,5.3065, ,59011451.572487,EC,100, , , , ,,,171939449716,-56402232,
72,101,5.314, ,84960,EC+B+,100, , , , ,,,172940513,-55411790,
72,102,5.3201,0.16,6.3113851949184E+022,A,100, , , , ,,,173940048377,-55844583,
72,103,5.3191, ,6048000,EC,100, , , , ,,,174941511424,-54481763,
72,104,5.3286,5.26, , , , , , , ,,,175941409797,-54576428,
72,105,5.3309,18.6, , , , , , , ,,,176943230187,-52880745,
72,106,5.3371,27.28, , , , , , , ,,,177943708322,-52435366,
72,107,5.3408,13.62, , , , , , , ,,,178945825705,-50463036,
72,108,5.347,35.08, , , , , , , ,,,179946559537,-49779476,
72,109, , ,3662496,B-,100, , , , ,,,180949110834,-47402958,
72,110,5.3516, ,280856641173869,B-,100, , , , ,,,181950563684,-46049636,
72,111, , ,3664.8,B-,100,IT,100, , ,,,182953533203,-43283547,
72,112, , ,14832,B-,100, , , , ,,,183955448507,-41499453,
72,113, , ,210,B-,100, , , , ,,,184958862,-38319804,
72,114, , ,156,B-,100, , , , ,,,185960897,-36424214,
72,115, , , ,B-,100, , , , ,,,186964573,-33000,
72,116, , , ,B-,100, , , , ,,,187966903,-30830,
72,117, , , ,B-,100, , , , ,,,188970853,-27150,
72,118, , , ,B-,100, , , , ,,,189973376,-24800,
73,82, , ,0.0029,P,100, , , , ,,,154974248,-23988,
73,83, , ,106,P,71,EC+B+,29, , ,,,155972087,-26001,
73,84, , ,0.0101,A,96.6,P,3.4, , ,,,156968227445,-29595948,
73,85, , ,55,A,91,EC+B+,9, , ,,,157966593,-31118,
73,86, , ,0.83,EC+B+,66,A,34, , ,,,158963028046,-34439157,
73,87, , ,1.55,A,34, , , , ,,,159961541678,-35823700,
73,88, , , ,A, ,EC+B+, , , ,,,160958369489,-38778575,
73,89, , ,3.57,EC+B+,99926,A,74,ECP, ,,,161957292907,-39781405,
73,90, , ,10.6,EC+B+,99.8,A,0.2, , ,,,162954337194,-42534634,
73,91, , ,14.2,EC+B+,100,A, , , ,,,163953534,-43282805,
73,92, , ,31,EC+B+,100, , , , ,,,164950780287,-45847872,
73,93, , ,34.4,EC+B+,100, , , , ,,,165950512,-46097780,
73,94, , ,80,EC+B+,100, , , , ,,,166948093,-48351064,
73,95, , ,120,EC+B+,100, , , , ,,,167948047,-48393913,
73,96, , ,294,EC+B+,100, , , , ,,,168946011,-50290435,
73,97, , ,405.6,EC+B+,100, , , , ,,,169946175,-50137670,
73,98, , ,1398,EC+B+,100, , , , ,,,170944476,-51720279,
73,99, , ,2208,EC+B+,100, , , , ,,,171944895,-51329983,
73,100, , ,11304,EC+B+,100, , , , ,,,172943750,-52396543,
73,101, , ,4104,EC+B+,100, , , , ,,,173944454,-51740771,
73,102, , ,37800,EC+B+,100, , , , ,,,174943737,-52408653,
73,103, , ,29124,EC+B+,100, , , , ,,,175944857,-51365379,
73,104, , ,202896,EC+B+,100, , , , ,,,176944481.94,-51714745,
73,105, , ,8496,EC+B+,100, , , , ,,,177945680,-50598,
73,106, , ,57433605.2737574,EC,100, , , , ,,,178945939.05,-50357456,
73,107, , ,29354.4,EC,85,B-,15, , ,,,179947467589,-48933631,
73,108,5.3507,99.98799, , , , , , , ,,,180947998528,-48439064,
73,109, , ,9913536,B-,100, , , , ,,,181950154612,-46430685,
73,110, , ,440640,B-,100, , , , ,,,182951375.38,-45293547,
73,111, , ,31320,B-,100, , , , ,,,183954009958,-42839453,
73,112, , ,2964,B-,100, , , , ,,,184955561317,-41394371,
73,113, , ,630,B-,100, , , , ,,,185958553036,-38607602,
73,114, , , ,B-,100, , , , ,,,186960391,-36895550,
73,115, , ,19.6,B-,100, , , , ,,,187963596,-33910,
73,116, , , ,B-,100, , , , ,,,188965690,-31960,
73,117, , ,5.3,B-,100, , , , ,,,189969168,-28720,
73,118, , ,0.0000003,B-, , , , , ,,,190971530,-26520,
73,119, , ,2.2,B-,100, , , , ,,,191975201,-23100,
73,120, , , ,B-,100,B-N, , , ,,,192977660,-20810,
73,121, , , ,B-,100,B-N, , , ,,,193981610,-17130,
74,83, , ,275,EC, , , , , ,,,156978862,-19690,
74,84, , ,0.00125,A,100, , , , ,,,157974565,-23693,
74,85, , ,0.0073,A,99.9,EC+B+,0.1, , ,,,158972696,-25434,
74,86, , ,91,A,87,EC+B+,13, , ,,,159968513946,-29329073,
74,87, , ,409,A,73,EC+B+,27, , ,,,160967249,-30507,
74,88, , ,1.19,EC+B+,54.8,A,45.2, , ,,,161963500341,-33999217,
74,89, , ,2.67,EC+B+,86,A,14, , ,,,162962524251,-34908439,
74,90, , ,6.3,EC+B+,96.2,A,3.8, , ,,,163958952445,-38235555,
74,91, , ,5.1,EC+B+,99.8,A,0.2, , ,,,164958280663,-38861316,
74,92, , ,19.2,EC+B+,99965,A,35, , ,,,165955031952,-41887471,
74,93, , ,19.9,EC+B+,99.96,A,0.04, , ,,,166954811.08,-42093212,
74,94, , ,50.9,EC+B+,100,A,0.0032, , ,,,167951805459,-44892930,
74,95, , ,74,EC+B+,100, , , , ,,,168951778689,-44917866,
74,96, , ,145.2,EC+B+,100, , , , ,,,169949231235,-47290804,
74,97, , ,142.8,EC+B+,100, , , , ,,,170949451,-47086095,
74,98, , ,396,EC+B+,100, , , , ,,,171947292,-49097191,
74,99, , ,456,EC+B+,100, , , , ,,,172947689,-48727388,
74,100, , ,1992,EC+B+,100, , , , ,,,173946079,-50227093,
74,101, , ,2112,EC+B+,100, , , , ,,,174946717,-49632800,
74,102, , ,9000,EC,100, , , , ,,,175945634,-50641608,
74,103, , ,7944,EC+B+,100, , , , ,,,176946643,-49701731,
74,104, , ,1866240,EC,100, , , , ,,,177945885791,-50407066,
74,105, , ,2223,EC+B+,100, , , , ,,,178947079378,-49295247,
74,106,5.3491,0.12,5.68024667542656E+025,A,100, , , , ,,,179946713304,-49636243,
74,107, , ,10471680,EC,100, , , , ,,,180948218733,-48233945,
74,108,5.3559,26.5, , , , , , , ,,,181948205636,-48246144,
74,109,5.3611,14.31,2.11431404029766E+028,A, , , , , ,,,182950224416,-46365663,
74,110,5.3658,30.64, , , , , , , ,,,183950933.18,-45705453,
74,111, , ,6488640,B-,100, , , , ,0.43,,184953421206,-43387871,
74,112,5.3743,28.43, , , , , , , ,,,185954365.14,-42508602,
74,113, , ,86400,B-,100, , , , ,,,186957161249,-39904044,
74,114, , ,6028992,B-,100, , , , ,,,187958488325,-38667880,
74,115, , ,696,B-,100, , , , ,,,188961557,-35809,
74,116, , ,1800,B-,100, , , , ,,,189963103542,-34368832,
74,118, , , ,B-,100, , , , ,,,191968202,-29620,
74,119, , , ,B-,100, , , , ,,,192971884,-26190,
74,120, , , ,B-,100, , , , ,,,193973795,-24410,
74,121, , ,0.00000016,B-, , , , , ,,,194977735,-20740,
74,122, , ,0.00000016,B-, , , , , ,,,195979882,-18740,
74,123, , ,0.00000016,B-, , , , , ,,,196984036,-14870,
75,84, , , , , , , , , ,,,158984106,-14805,
75,85, , ,0.000612,P,89,A,11, , ,,,159981880,-16878,
75,86, , ,0.00044,P,100,A,1.4, , ,,,160977624313,-20842820,
75,87, , ,107,A,94,EC+B+,6, , ,,,161975896,-22453,
75,88, , ,0.39,EC+B+,68,A,32, , ,,,162972085434,-26002253,
75,89, , ,0.7,A,58,EC+B+,42, , ,,,163970507122,-27472441,
75,90, , ,1.6,EC+B+,86,A,14, , ,,,164967085831,-30659353,
75,91, , ,2.25,EC+B+,76,A,24, , ,,,165965821216,-31837335,
75,92, , ,5.9,EC+B+,99,A,1, , ,,,166962604,-34834,
75,93, , ,4.4,EC+B+,100,A,5, , ,,,167961572607,-35794889,
75,94, , ,8.1,EC+B+,100,A,0.01, , ,,,168958765979,-38409247,
75,95, , ,9.2,EC+B+,100, , , , ,,,169958234844,-38903996,
75,96, , ,15.2,EC+B+,100, , , , ,,,170955716,-41250285,
75,97, , ,15,EC+B+,100, , , , ,,,171955376165,-41566839,
75,98, , ,118.8,EC+B+,100, , , , ,,,172953243,-43553870,
75,99, , ,144,EC+B+,100, , , , ,,,173953115,-43673101,
75,100, , ,353.4,EC+B+,100, , , , ,,,174951381,-45288312,
75,101, , ,318,EC+B+,100, , , , ,,,175951623,-45062890,
75,102, , ,840,EC+B+,100, , , , ,,,176950328,-46269175,
75,103, , ,792,EC+B+,100, , , , ,,,177950989,-45653457,
75,104, , ,1170,EC+B+,100, , , , ,,,178949989686,-46584312,
75,105, , ,147.6,EC+B+,100, , , , ,,,179950791568,-45837364,
75,106, , ,71640,EC+B+,100, , , , ,,,180950061507,-46517412,
75,107, , ,231120,EC+B+,100, , , , ,,,181951211.56,-45446144,
75,108, , ,6048000,EC,100, , , , ,,,182950821306,-45809663,
75,109, , ,3058560,EC+B+,100, , , , ,,,183952528073,-44219819,
75,110,5.3596,37.4, , , , , , , ,,,184952958.32,-43819047,
75,111, , ,321261.12,B-,92.53,EC,7.47, , ,,,185954989172,-41927320,
75,112,5.3698,62.6,1.36641489469983E+018,B-,100,A,0.0001, , ,,,186955752217,-41216548,
75,113, , ,61218,B-,100, , , , ,,,187958113658,-39016880,
75,114, , ,87480,B-,100, , , , ,,,188959227764,-37979097,
75,115, , ,180,B-,100, , , , ,,,189961800064,-35583015,
75,116, , ,588,B-,100, , , , ,,,190963123322,-34350408,
75,117, , ,16,B-,100, , , , ,,,191966088,-31588828,
75,118, , , , , , , , , ,,,192967545,-30231641,
75,119, , ,5,B-,100, , , , ,,,193970735,-27260,
75,120, , ,6,B-,100, , , , ,,,194972560,-25560,
75,121, , ,3,B-,100, , , , ,,,195975996,-22360,
75,122, , ,0.00000016,B-, , , , , ,,,196978153,-20350,
75,123, , ,0.00000016,B-N, ,B-, , , ,,,197981760,-16990,
75,124, , ,0.00000016,B-, ,B-N, , , ,,,198984187,-14730,
76,85, , ,0.00064,A,100, , , , ,,,160989054,-10196,
76,86, , ,0.0021,A,99, , , , ,,,161984434,-14500,
76,87, , ,0.0055,A,100,EC+B+, , , ,,,162982462,-16336,
76,88, , ,21,A,96,EC+B+,4, , ,,,163978073158,-20424723,
76,89, , ,71,A,90,EC+B+,10, , ,,,164976654,-21747,
76,90, , ,213,A,72,EC+B+,28, , ,,,165972698135,-25431526,
76,91, , ,0.81,A,57,EC+B+,43, , ,,,166971552304,-26498860,
76,92, , ,2.1,EC+B+,57,A,43, , ,,,167967799.05,-29994995,
76,93, , ,3.43,EC+B+,86.3,A,13.7, , ,,,168967017521,-30722984,
76,94, , ,7.37,EC+B+,90.5,A,9.5, , ,,,169963579273,-33925692,
76,95, , ,8.3,EC+B+,98.2,A,1.8, , ,,,170963180402,-34297238,
76,96, , ,19.2,EC+B+,99.8,A,0.2, , ,,,171960017309,-37243641,
76,97, , ,22.4,EC+B+,99.6,A,0.4, , ,,,172959808387,-37438250,
76,98, , ,44,EC,100,A,0.02, , ,,,173957063192,-39995383,
76,99, , ,84,EC+B+,100, , , , ,,,174956945126,-40105360,
76,100, , ,216,EC+B+,100, , , , ,,,175954770315,-42131184,
76,101, , ,180,EC+B+,100, , , , ,,,176954957902,-41956448,
76,102, , ,300,EC+B+,100,A,0, , ,,,177953253334,-43544243,
76,103, , ,390,EC+B+,100, , , , ,,,178953815985,-43020137,
76,104, , ,1290,EC+B+,100, , , , ,,,179952381665,-44356198,
76,105, , ,6300,EC+B+,100, , , , ,,,180953247188,-43549968,
76,106, , ,78624,EC,100, , , , ,,,181952110154,-44609109,
76,107, , ,46800,EC+B+,100, , , , ,,,182953125028,-43663760,
76,108,5.3823,0.02,1.76718785457715E+021,A, ,2B+, , , ,,,183952492919,-44252565,
76,109, , ,8087040,EC,100, , , , ,,,184954045969,-42805908,
76,110,5.3909,1.59,6.3113851949184E+022,A,100, , , , ,,,185953837569,-43000032,
76,111,5.3933,1.96, , , , , , , ,,,186955749569,-41219015,
76,112,5.3993,13.24, , , , , , , ,,,187955837292,-41137301,
76,113,5.4016,16.15, , , , , , , ,,,188958145949,-38986802,
76,114,5.4062,26.26, , , , , , , ,,,189958445442,-38707825,
76,115, , ,1330560,B-,100, , , , ,,,190960928105,-36395239,
76,116,5.4126,40.78, , , , , , , ,,,191961478765,-35882303,
76,117, , ,107388,B-,100, , , , ,,,192964149637,-33394401,
76,118, , ,189341555.847552,B-,100, , , , ,,,193965179407,-32435176,
76,119, , ,390,B-, , , , , ,,,194968318,-29511596,
76,120, , ,2094,B-,100, , , , ,,,195969643261,-28277123,
76,121, , ,168,B-,100, , , , ,,,196973076,-25080,
76,122, , , ,B-,100, , , , ,,,197974664,-23600,
76,123, , ,5,B-,100, , , , ,,,198978239,-20270,
76,124, , ,6,B-,100, , , , ,,,199980086,-18550,
76,125, , ,0.00000016,B-, , , , , ,,,200984069,-14840,
76,126, , ,0.00000016,B-, , , , , ,,,201986548,-12530,
76,127, , , ,B-,100,B-N, , , ,,,202992195,-7270,
77,87, , , ,EC+B+, ,A, ,P, ,,,163991966,-7483,
77,88, , ,0.000001,A, ,P, , , ,,,164987552,-11595,
77,89, , ,0.0105,A,93,P,7, , ,,,165985716,-13306,
77,90, , ,0.0352,A,48,P,32,EC+B+,20,,,166981671973,-17072448,
77,91, , ,222,A,100,EC+B+, ,P, ,,,167979960978,-18666230,
77,92, , ,353,A,45,EC+B+, ,P, ,,,168976281743,-22093416,
77,93, , ,0.87,EC+B+,94.8,A,5.2, , ,,,169975113,-23182,
77,94, , ,3.2,EC+B+,85,A,15, , ,,,170971645.52,-26412030,
77,95, , ,4.4,EC+B+,98,A,2, , ,,,171970607035,-27379373,
77,96, , ,9,EC+B+,93,A,7, , ,,,172967505477,-30268456,
77,97, , ,7.9,EC,99.5,A,0.5, , ,,,173966949939,-30785937,
77,98, , ,9,EC+B+,99.15,A,0.85, , ,,,174964149519,-33394511,
77,99, , ,8.7,EC+B+,96.9,A,3.1, , ,,,175963626261,-33881923,
77,100, , ,29.8,EC+B+,99.94,A,0.06, , ,,,176961301.5,-36047425,
77,101, , ,12,EC+B+,100, , , , ,,,177961079395,-36254314,
77,102, , ,79,EC+B+,100, , , , ,,,178959117594,-38081719,
77,103, , ,90,EC+B+,100, , , , ,,,179959229446,-37977530,
77,104, , ,294,EC+B+,100, , , , ,,,180957634691,-39463035,
77,105,5.3705, ,900,EC+B+,100, , , , ,,,181958076296,-39051682,
77,106,5.378, ,3480,EC+B+,100, , , , ,,,182956841231,-40202138,
77,107,5.3805, ,11124,EC+B+,100, , , , ,,,183957476,-39610855,
77,108,5.3854, ,51840,EC+B+,100, , , , ,,,184956698,-40335558,
77,109,5.39, ,59904,EC+B+,100, , , , ,,,185957946754,-39172350,
77,110,5.3812, ,37800,EC+B+,100, , , , ,,,186957542,-39549377,
77,111,5.3838, ,149400,EC+B+,100, , , , ,,,187958834999,-38344955,
77,112,5.3898, ,1140480,EC,100, , , , ,,,188958722602,-38449652,
77,113, , ,1017792,EC+B+,100,B+,2, , ,,,189960543374,-36753614,
77,114,5.3968,37.3, , , , , , , ,,,190960591455,-36708826,
77,115, , ,6378825.6,B-,95.24,EC,4.76, , ,,,191962602414,-34835631,
77,116,5.4032,62.7, , , , , , , ,,,192962923753,-34536305,
77,117, , ,69048,B-,100, , , , ,,,193965075703,-32531776,
77,118, , ,8244,B-,100, , , , ,,,194965976898,-31692318,
77,119, , ,52,B-,100, , , , ,,,195968399669,-29435522,
77,120, , ,348,B-,100, , , , ,,,196969657217,-28264123,
77,121, , ,8,B-,100, , , , ,,,197972399,-25710,
77,122, , ,6,B-, , , , , ,,,198973807097,-24398534,
77,123, , ,0.0000003,B-, , , , , ,,,199976844,-21570,
77,124, , ,0.0000003,B-, , , , , ,,,200978701,-19840,
77,125, , ,11,B-,100, , , , ,,,201982136,-16640,
77,126, , , ,B-,100, , , , ,,,202984573,-14370,
77,127, , ,0.00000016,B-N, ,B-, , , ,,,203989726,-9570,
77,128, , , ,B-,100,B-N, , , ,,,204993988,-5600,
78,87, , ,0.00026,A,100, , , , ,,,164999658,-318,
78,88, , ,0.0003,A,100, , , , ,,,165994866,-4783,
78,89, , ,0.0007,A,100, , , , ,,,166992750,-6753,
78,90, , ,0.00202,A,100, , , , ,,,167988180196,-11010078,
78,91, , ,7,A,100, , , , ,,,168986619,-12464,
78,92, , ,0.0138,A,98,EC+B+,2, , ,,,169982502087,-16299202,
78,93, , ,0.0455,A,90,EC+B+,10, , ,,,170981248868,-17466569,
78,94, , ,0.0976,A,94,EC+B+,6, , ,,,171977341059,-21106670,
78,95, , ,382,A,86,EC+B+,16, , ,,,172976449922,-21936758,
78,96, , ,889,A,76,EC+B+,24, , ,,,173972820431,-25317608,
78,97, , ,2.53,A,64,EC+B+,36, , ,,,174972400593,-25708684,
78,98, , ,6.33,EC+B+,60,A,40, , ,,,175968938162,-28933918,
78,99, , ,10,EC+B+,94.3,A,5.7, , ,,,176968469541,-29370437,
78,100,5.3728, ,20.7,EC+B+,92.3,A,7.7, , ,,,177965649288,-31997486,
78,101,5.3915, ,21.2,EC+B+,99.76,A,0.24, , ,,,178965358742,-32268127,
78,102,5.3891, ,56,EC+B+,99.7,A,0.3, , ,,,179963038.01,-34429875,
78,103,5.3996, ,52,EC+B+,100,A,0.08, , ,,,180963089946,-34381497,
78,104,5.3969, ,160.2,EC+B+,99962,A,38, , ,,,181961171605,-36168420,
78,105,5.4038, ,390,EC+B+,100,A,0.0096, , ,,,182961595895,-35773197,
78,106,5.4015, ,1038,EC+B+,100,A,1, , ,,,183959921929,-37332486,
78,107,5.4148, ,4254,EC+B+,100, , , , ,,,184960613659,-36688144,
78,108,5.4037, ,7488,EC+B+,100,A,0.00014, , ,,,185959350845,-37864447,
78,109,5.4063, ,8460,EC+B+,100, , , , ,,,186960616646,-36685361,
78,110,5.4053, ,877824,EC+B+,99.999974,A,0.000026, , ,,,187959397521,-37820970,
78,111,5.406, ,39132,EC+B+,100, , , , ,,,188960848485,-36469405,
78,112,5.4108,12,1.56837922093722E+019,A,100, , , , ,,,189959949823,-37306504,
78,113,5.4102, ,244512,EC,100, , , , ,,,190961676261,-35698336,
78,114,5.4169,782, , , , , , , ,,,191961042667,-36288525,
78,115,5.4191, ,1577846298.7296,EC,100, , , , ,,,192962984546,-34479677,
78,116,5.4236,32864, , , , , , , ,,,193962683498,-34760101,
